Product,Sub-product,Issue,Sub-issue,State,ZIP code,Company,Company response,Timely response?,Consumer disputed?,year_received,month_received,dayofweek_received,quarter_received,is_weekend,is_holiday_season,processing_days,same_day_processing,company_complaint_count,company_size,state_complaint_count,product_category,region
Mortgage,Fha Mortgage,Settlement Process And Costs,Not Specified,TX,78245,Bank Of America,Closed with explanation,Yes,Yes,2015,1,3,1,0,0,5,0,1518,enterprise,2380,mortgage,south
Debt Collection,Medical,Improper Contact Or Sharing Of Info,Talked To A Third Party About My Debt,CA,92129,"J R Brothers Financial, Inc.",Closed with explanation,Yes,No,2015,1,3,1,0,0,0,1,1,small,3859,debt,west
Debt Collection,Credit Card,False Statements Or Representation,Attempted To Collect Wrong Amount,MO,64506,Gatestone & Co. International Inc.,Closed with non-monetary relief,Yes,Yes,2015,1,3,1,0,0,0,1,5,small,409,debt,midwest
Bank Account Or Service,Other Bank Product/Service,"Making/Receiving Payments, Sending Money",Not Specified,FL,32210,Regions,Closed with explanation,Yes,No,2015,1,3,1,0,0,8,0,83,large,2592,banking,south
Debt Collection,"Other (Phone, Health Club, Etc.)",False Statements Or Representation,Attempted To Collect Wrong Amount,TX,75025,"Enhanced Recovery Company, Llc",Closed with non-monetary relief,Yes,No,2015,1,3,1,0,0,5,0,396,enterprise,2380,debt,south
Debt Collection,Credit Card,Taking/Threatening An Illegal Action,Sued W/O Proper Notification Of Suit,CA,92129,Encore Capital Group,Closed with non-monetary relief,Yes,No,2015,1,3,1,0,0,0,1,392,enterprise,3859,debt,west
Debt Collection,Not Specified,Improper Contact Or Sharing Of Info,Talked To A Third Party About My Debt,CA,92129,"Valley Collection Service, Llc",Closed with explanation,Yes,No,2015,1,3,1,0,0,5,0,1,small,3859,debt,west
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Terms,FL,32839,Experian,Closed with explanation,Yes,Yes,2015,1,3,1,0,0,0,1,1940,enterprise,2592,credit,south
Bank Account Or Service,Checking Account,Deposits And Withdrawals,Not Specified,MD,21217,Pnc Bank,In progress,Yes,No,2015,1,3,1,0,0,0,1,237,enterprise,791,banking,south
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Terms,FL,32839,Equifax,Closed with explanation,Yes,No,2015,1,3,1,0,0,0,1,2049,enterprise,2592,credit,south
Credit Card,Not Specified,Credit Card Protection / Debt Protection,Not Specified,FL,33408,U.S. Bancorp,Closed with explanation,Yes,Yes,2015,1,3,1,0,0,0,1,429,enterprise,2592,credit,south
Debt Collection,Medical,Cont'D Attempts Collect Debt Not Owed,Debt Was Paid,PA,19406,"Arcadia Holdings, Llc",Closed with explanation,Yes,Yes,2015,1,3,1,0,0,0,1,6,small,1055,debt,northeast
Mortgage,Conventional Fixed Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,GA,30096,Ocwen,Closed with explanation,Yes,No,2015,1,3,1,0,0,0,1,934,enterprise,1146,mortgage,south
Debt Collection,Medical,Communication Tactics,Frequent Or Repeated Calls,CA,94080,Rash Curtis And Associates,Closed with explanation,No,No,2015,1,3,1,0,0,0,1,10,small,3859,debt,west
Debt Collection,Not Specified,Improper Contact Or Sharing Of Info,Talked To A Third Party About My Debt,CA,92129,"I.C. System, Inc.",Closed with explanation,Yes,No,2015,1,3,1,0,0,0,1,71,large,3859,debt,west
Debt Collection,"Other (Phone, Health Club, Etc.)",Improper Contact Or Sharing Of Info,Talked To A Third Party About My Debt,RI,2898,Tekcollect Inc.,Closed with non-monetary relief,Yes,No,2015,1,3,1,0,0,0,1,8,small,89,debt,northeast
Bank Account Or Service,(Cd) Certificate Of Deposit,"Account Opening, Closing, Or Management",Not Specified,NJ,7605,Jpmorgan Chase,Closed with explanation,Yes,Yes,2015,1,3,1,0,0,0,1,1272,enterprise,1113,banking,northeast
Mortgage,Va Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,AZ,85015,Citibank,Closed with explanation,Yes,No,2015,1,3,1,0,0,4,0,1016,enterprise,578,mortgage,west
Credit Card,Not Specified,Identity Theft / Fraud / Embezzlement,Not Specified,CT,6615,Bank Of America,Closed with monetary relief,Yes,No,2015,1,3,1,0,0,5,0,1518,enterprise,287,credit,northeast
Bank Account Or Service,Checking Account,Deposits And Withdrawals,Not Specified,TX,78247,Usaa Savings,Closed with explanation,Yes,No,2015,1,3,1,0,0,0,1,101,large,2380,banking,south
Consumer Loan,Installment Loan,Managing The Loan Or Lease,Not Specified,IN,47368,Delbert Services,Closed with explanation,Yes,No,2015,1,3,1,0,0,5,0,42,medium,298,loan,midwest
Mortgage,Conventional Adjustable Mortgage (Arm),"Loan Modification,Collection,Foreclosure",Not Specified,FL,33326,Nationstar Mortgage,Closed with explanation,Yes,No,2015,1,3,1,0,0,0,1,749,enterprise,2592,mortgage,south
Consumer Loan,Vehicle Loan,Problems When You Are Unable To Pay,Not Specified,PA,19050,"Afs Acceptance, Llc",Closed with explanation,Yes,No,2015,1,3,1,0,0,0,1,2,small,1055,loan,northeast
Bank Account Or Service,Checking Account,"Account Opening, Closing, Or Management",Not Specified,NH,3809,Td Bank,Closed with explanation,Yes,No,2015,1,3,1,0,0,5,0,217,enterprise,111,banking,northeast
Bank Account Or Service,Other Bank Product/Service,"Account Opening, Closing, Or Management",Not Specified,PA,15401,Bank Of America,Closed with explanation,Yes,No,2015,1,3,1,0,0,0,1,1518,enterprise,1055,banking,northeast
Mortgage,Conventional Fixed Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,PA,17543,Rushmore Loan Management Services Llc,Closed with explanation,Yes,No,2015,1,3,1,0,0,0,1,38,medium,1055,mortgage,northeast
Credit Card,Not Specified,Balance Transfer Fee,Not Specified,CA,90036,Bank Of America,Closed with non-monetary relief,Yes,No,2015,1,3,1,0,0,5,0,1518,enterprise,3859,credit,west
Debt Collection,Not Specified,Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,SC,29690,"Nra Group, Llc",Closed with non-monetary relief,Yes,No,2015,1,3,1,0,0,6,0,29,medium,441,debt,south
Debt Collection,Not Specified,Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,SC,29690,"Portfolio Recovery Associates, Inc.",Closed with explanation,Yes,No,2015,1,3,1,0,0,0,1,229,enterprise,441,debt,south
Student Loan,Non-Federal Student Loan,Dealing With My Lender Or Servicer,Not Specified,MS,39157,Acs Education Services,Closed with explanation,Yes,No,2015,1,3,1,0,0,5,0,16,medium,159,loan,south
Consumer Loan,Vehicle Loan,Managing The Loan Or Lease,Not Specified,WA,98178,Lobel Financial Corporation,Closed with explanation,Yes,No,2015,1,3,1,0,0,5,0,3,small,509,loan,west
Money Transfers,International Money Transfer,Fraud Or Scam,Not Specified,IL,61523,Moneygram,Closed with explanation,Yes,No,2015,1,3,1,0,0,4,0,73,large,1003,other,midwest
Debt Collection,Not Specified,Communication Tactics,Used Obscene/Profane/Abusive Language,MA,2330,Nations Recovery Center,Closed with non-monetary relief,Yes,Yes,2015,1,3,1,0,0,7,0,8,small,512,debt,northeast
Mortgage,Fha Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,MD,20724,Wells Fargo,Closed with explanation,Yes,No,2015,1,3,1,0,0,5,0,1430,enterprise,791,mortgage,south
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Terms,CA,95050,Transunion,Closed with explanation,Yes,No,2015,1,3,1,0,0,0,1,1525,enterprise,3859,credit,west
Debt Collection,Not Specified,Communication Tactics,Threatened To Take Legal Action,CA,92114,Diversified Acceptance Corporation,Closed with explanation,Yes,Yes,2015,1,3,1,0,0,8,0,7,small,3859,debt,west
Credit Reporting,Not Specified,Unable To Get Credit Report/Credit Score,Problem Getting My Free Annual Report,TX,78745,Experian,Closed with non-monetary relief,Yes,Yes,2015,1,3,1,0,0,0,1,1940,enterprise,2380,credit,south
Consumer Loan,Vehicle Loan,Managing The Loan Or Lease,Not Specified,NY,12590,Ally Financial Inc.,In progress,Yes,No,2015,1,3,1,0,0,4,0,165,large,1846,loan,northeast
Money Transfers,International Money Transfer,Other Transaction Issues,Not Specified,GA,30106,Western Union,Closed with explanation,Yes,No,2015,1,3,1,0,0,0,1,66,large,1146,other,south
Debt Collection,Medical,Disclosure Verification Of Debt,Right To Dispute Notice Not Received,TX,76028,Transworld Systems Inc.,Closed with explanation,Yes,No,2015,1,3,1,0,0,0,1,215,enterprise,2380,debt,south
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Public Record,NJ,7054,Experian,Closed with non-monetary relief,Yes,No,2015,1,3,1,0,0,4,0,1940,enterprise,1113,credit,northeast
Mortgage,Fha Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,FL,33144,Wells Fargo,Closed with explanation,Yes,No,2015,1,3,1,0,0,0,1,1430,enterprise,2592,mortgage,south
Mortgage,Conventional Fixed Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,NC,28465,Ocwen,Closed with explanation,Yes,No,2015,1,3,1,0,0,0,1,934,enterprise,764,mortgage,south
Student Loan,Non-Federal Student Loan,Dealing With My Lender Or Servicer,Not Specified,CA,94112,Navient,Closed with explanation,Yes,Yes,2015,1,3,1,0,0,0,1,368,enterprise,3859,loan,west
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Status,TX,76106,Transunion,Closed with explanation,Yes,No,2015,1,3,1,0,0,0,1,1525,enterprise,2380,credit,south
Payday Loan,Not Specified,Can'T Contact Lender,Not Specified,TX,76106,Speedy Cash Holdings,Closed,Yes,No,2015,1,3,1,0,0,0,1,39,medium,2380,loan,south
Consumer Loan,Vehicle Loan,Managing The Loan Or Lease,Not Specified,GA,30144,Santander Consumer Usa,Closed with explanation,Yes,No,2015,1,3,1,0,0,0,1,133,large,1146,loan,south
Consumer Loan,Installment Loan,Problems When You Are Unable To Pay,Not Specified,NJ,7054,Santander Consumer Usa,Closed with explanation,Yes,No,2015,1,3,1,0,0,0,1,133,large,1113,loan,northeast
Debt Collection,"Other (Phone, Health Club, Etc.)",Cont'D Attempts Collect Debt Not Owed,Debt Was Paid,NJ,7054,Citibank,Closed with explanation,Yes,No,2015,1,3,1,0,0,8,0,1016,enterprise,1113,debt,northeast
Consumer Loan,Personal Line Of Credit,Managing The Line Of Credit,Not Specified,NJ,7054,"Green Tree Servicing, Llc",Closed with explanation,Yes,Yes,2015,1,3,1,0,0,4,0,399,enterprise,1113,loan,northeast
Credit Card,Not Specified,Identity Theft / Fraud / Embezzlement,Not Specified,TX,76106,Barclays,Closed with explanation,Yes,No,2015,1,3,1,0,0,0,1,114,large,2380,credit,south
Mortgage,Other Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,MD,21001,"Caliber Home Loans, Inc",Closed with explanation,Yes,No,2015,1,3,1,0,0,5,0,97,large,791,mortgage,south
Credit Card,Not Specified,Delinquent Account,Not Specified,TX,75051,Usaa Savings,Closed with explanation,Yes,Yes,2015,1,3,1,0,0,6,0,101,large,2380,credit,south
Mortgage,Conventional Fixed Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,ME,4347,Nationstar Mortgage,Closed with explanation,Yes,Yes,2015,1,3,1,0,0,0,1,749,enterprise,115,mortgage,northeast
Bank Account Or Service,Checking Account,"Account Opening, Closing, Or Management",Not Specified,CA,92623,Bank Of The West,Closed with explanation,Yes,Yes,2015,1,2,1,0,0,1,0,27,medium,3859,banking,west
Bank Account Or Service,Checking Account,Deposits And Withdrawals,Not Specified,AL,36207,Jpmorgan Chase,Closed with non-monetary relief,Yes,Yes,2015,1,2,1,0,0,1,0,1272,enterprise,358,banking,south
Debt Collection,"Other (Phone, Health Club, Etc.)",Disclosure Verification Of Debt,Not Given Enough Info To Verify Debt,IL,60520,Greentree & Associates,Closed with explanation,Yes,No,2015,1,2,1,0,0,29,0,1,small,1003,debt,midwest
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Terms,TX,78701,Transunion,Closed with explanation,Yes,No,2015,1,2,1,0,0,0,1,1525,enterprise,2380,credit,south
Debt Collection,Not Specified,Disclosure Verification Of Debt,Not Given Enough Info To Verify Debt,TX,78130,West Corporation,In progress,Yes,No,2015,1,2,1,0,0,5,0,46,medium,2380,debt,south
Mortgage,Other Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,CA,94123,Bank Of America,Closed with explanation,Yes,No,2015,1,2,1,0,0,2,0,1518,enterprise,3859,mortgage,west
Mortgage,Other Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,MA,1844,Ocwen,Closed with explanation,Yes,No,2015,1,2,1,0,0,0,1,934,enterprise,512,mortgage,northeast
Credit Reporting,Not Specified,Improper Use Of My Credit Report,Report Improperly Shared By Crc,TX,77568,Equifax,Closed with explanation,Yes,No,2015,1,2,1,0,0,1,0,2049,enterprise,2380,credit,south
Debt Collection,Not Specified,Disclosure Verification Of Debt,Not Given Enough Info To Verify Debt,TN,38141,Revenue Assurance Professionals Llc,Closed with explanation,Yes,No,2015,1,2,1,0,0,35,0,1,small,473,debt,south
Money Transfers,International Money Transfer,Money Was Not Available When Promised,Not Specified,FL,33436,Bank Of America,Closed with monetary relief,Yes,No,2015,1,2,1,0,0,0,1,1518,enterprise,2592,other,south
Mortgage,Conventional Fixed Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,OH,44143,Carrington Mortgage,Closed with explanation,Yes,Yes,2015,1,2,1,0,0,0,1,55,large,939,mortgage,midwest
Credit Card,Not Specified,Transaction Issue,Not Specified,DC,20002,U.S. Bancorp,Closed with explanation,Yes,No,2015,1,2,1,0,0,1,0,429,enterprise,168,credit,south
Mortgage,Other Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,AL,35111,Jpmorgan Chase,Closed with explanation,Yes,No,2015,1,2,1,0,0,0,1,1272,enterprise,358,mortgage,south
Bank Account Or Service,Checking Account,Deposits And Withdrawals,Not Specified,CT,6082,Bank Of America,Closed with monetary relief,Yes,No,2015,1,2,1,0,0,0,1,1518,enterprise,287,banking,northeast
Debt Collection,Not Specified,Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,TN,38141,Resurgent Capital Services L.P.,In progress,Yes,No,2015,1,2,1,0,0,1,0,97,large,473,debt,south
Debt Collection,Not Specified,Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,TN,38141,Tenet Healthcare Corporation,Closed with explanation,Yes,No,2015,1,2,1,0,0,1,0,25,medium,473,debt,south
Debt Collection,Not Specified,Improper Contact Or Sharing Of Info,Contacted Me After I Asked Not To,OH,43123,"I.C. System, Inc.",Closed with explanation,Yes,No,2015,1,2,1,0,0,6,0,71,large,939,debt,midwest
Consumer Loan,Vehicle Loan,Problems When You Are Unable To Pay,Not Specified,NC,28054,Santander Consumer Usa,Closed with explanation,Yes,No,2015,1,2,1,0,0,1,0,133,large,764,loan,south
Credit Reporting,Not Specified,Unable To Get Credit Report/Credit Score,Problem Getting Report Or Credit Score,IL,60154,Experian,Closed with explanation,Yes,No,2015,1,2,1,0,0,1,0,1940,enterprise,1003,credit,midwest
Debt Collection,Not Specified,Communication Tactics,Frequent Or Repeated Calls,AL,76549,Encore Capital Group,Closed with explanation,Yes,No,2015,1,2,1,0,0,1,0,392,enterprise,358,debt,south
Debt Collection,Not Specified,Communication Tactics,Threatened To Take Legal Action,MS,38635,Revenue Recovery Corporation,Closed with explanation,Yes,No,2015,1,2,1,0,0,1,0,15,medium,159,debt,south
Debt Collection,Not Specified,Disclosure Verification Of Debt,Not Given Enough Info To Verify Debt,AL,76549,"Credit Protection Association, L.P.",Closed with non-monetary relief,Yes,No,2015,1,2,1,0,0,1,0,50,medium,358,debt,south
Debt Collection,"Other (Phone, Health Club, Etc.)",Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,CA,94531,"Linebarger Goggan Blair & Sampson, Llp",Closed with explanation,Yes,No,2015,1,2,1,0,0,5,0,12,medium,3859,debt,west
Mortgage,Fha Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,CA,95776,Jpmorgan Chase,Closed with explanation,Yes,Yes,2015,1,2,1,0,0,1,0,1272,enterprise,3859,mortgage,west
Debt Collection,Not Specified,Disclosure Verification Of Debt,Not Given Enough Info To Verify Debt,AL,76549,Holloway Credit Solutions,Closed with explanation,Yes,No,2015,1,2,1,0,0,1,0,2,small,358,debt,south
Mortgage,Conventional Adjustable Mortgage (Arm),"Loan Modification,Collection,Foreclosure",Not Specified,CA,91791,Citibank,Closed with explanation,Yes,No,2015,1,2,1,0,0,1,0,1016,enterprise,3859,mortgage,west
Payday Loan,Not Specified,Can'T Contact Lender,Not Specified,TX,77042,"Check Into Cash, Inc.",Closed with monetary relief,Yes,No,2015,1,2,1,0,0,5,0,21,medium,2380,loan,south
Bank Account Or Service,Checking Account,Deposits And Withdrawals,Not Specified,MD,21921,Wells Fargo,Closed with explanation,Yes,No,2015,1,2,1,0,0,5,0,1430,enterprise,791,banking,south
Debt Collection,Not Specified,Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,DE,19810,"Williams & Fudge, Inc",Closed with explanation,Yes,No,2015,1,2,1,0,0,5,0,17,medium,152,debt,south
Consumer Loan,Vehicle Loan,Problems When You Are Unable To Pay,Not Specified,WA,98367,Jpmorgan Chase,Closed with explanation,Yes,No,2015,1,2,1,0,0,1,0,1272,enterprise,509,loan,west
Debt Collection,Not Specified,Improper Contact Or Sharing Of Info,Contacted Employer After Asked Not To,OK,74003,M.A.R.S. Inc.,Closed with explanation,Yes,No,2015,1,2,1,0,0,5,0,4,small,207,debt,south
Mortgage,Conventional Fixed Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,UT,84060,Zions Bancorporation,Closed with explanation,Yes,No,2015,1,2,1,0,0,5,0,7,small,176,mortgage,west
Debt Collection,"Other (Phone, Health Club, Etc.)",Communication Tactics,Frequent Or Repeated Calls,IL,61951,"Diversified Consultants, Inc.",Closed with explanation,Yes,No,2015,1,2,1,0,0,1,0,71,large,1003,debt,midwest
Debt Collection,"Other (Phone, Health Club, Etc.)",Communication Tactics,Called After Sent Written Cease Of Comm,TN,37379,"First Heritage Credit, Llc",Closed with non-monetary relief,Yes,Yes,2015,1,2,1,0,0,1,0,5,small,473,debt,south
Credit Card,Not Specified,Convenience Checks,Not Specified,OH,43240,Discover,Closed with explanation,Yes,Yes,2015,1,2,1,0,0,1,0,368,enterprise,939,credit,midwest
Mortgage,Conventional Fixed Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,FL,32722,Flagstar Bank,Closed with explanation,Yes,No,2015,1,2,1,0,0,1,0,74,large,2592,mortgage,south
Mortgage,Fha Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,WI,53090,Seterus,Closed with explanation,Yes,Yes,2015,1,2,1,0,0,1,0,111,large,351,mortgage,midwest
Debt Collection,Credit Card,Improper Contact Or Sharing Of Info,Talked To A Third Party About My Debt,NC,28540,Usaa Savings,Closed with non-monetary relief,Yes,Yes,2015,1,2,1,0,0,1,0,101,large,764,debt,south
Credit Reporting,Not Specified,Improper Use Of My Credit Report,Report Improperly Shared By Crc,DE,19720,Experian,Closed with non-monetary relief,Yes,No,2015,1,2,1,0,0,1,0,1940,enterprise,152,credit,south
Debt Collection,Medical,Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,CA,94587,"Hovg, Llc",Closed with explanation,Yes,No,2015,1,2,1,0,0,1,0,17,medium,3859,debt,west
Debt Collection,Credit Card,Cont'D Attempts Collect Debt Not Owed,Debt Was Discharged In Bankruptcy,WA,98292,"First National Collection Bureau, Inc.",Closed with explanation,Yes,No,2015,1,2,1,0,0,1,0,40,medium,509,debt,west
Mortgage,Conventional Fixed Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,IL,60123,Bank Of America,Closed with explanation,Yes,No,2015,1,2,1,0,0,1,0,1518,enterprise,1003,mortgage,midwest
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Reinserted Previously Deleted Info,CA,90250,Experian,Closed with explanation,Yes,No,2015,1,2,1,0,0,1,0,1940,enterprise,3859,credit,west
Debt Collection,Not Specified,Communication Tactics,Frequent Or Repeated Calls,TX,77049,Tekcollect Inc.,Closed with explanation,Yes,No,2015,1,2,1,0,0,1,0,8,small,2380,debt,south
Mortgage,Fha Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,TX,76002,Wells Fargo,Closed with explanation,Yes,No,2015,1,2,1,0,0,1,0,1430,enterprise,2380,mortgage,south
Debt Collection,"Other (Phone, Health Club, Etc.)",Cont'D Attempts Collect Debt Not Owed,Debt Was Paid,TX,79924,"Eos Holdings, Inc.",Closed with explanation,Yes,No,2015,1,2,1,0,0,1,0,83,large,2380,debt,south
Debt Collection,"Other (Phone, Health Club, Etc.)",Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,NC,27592,"The Cmi Group, Inc.",Closed with non-monetary relief,Yes,No,2015,1,2,1,0,0,1,0,34,medium,764,debt,south
Credit Card,Not Specified,Transaction Issue,Not Specified,OH,43232,Amex,Closed with explanation,Yes,No,2015,1,2,1,0,0,1,0,270,enterprise,939,credit,midwest
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Information Is Not Mine,WI,53559,Equifax,Closed with explanation,Yes,Yes,2015,1,2,1,0,0,1,0,2049,enterprise,351,credit,midwest
Bank Account Or Service,Checking Account,"Account Opening, Closing, Or Management",Not Specified,FL,32708,Bank Of America,Closed with explanation,Yes,No,2015,1,2,1,0,0,1,0,1518,enterprise,2592,banking,south
Debt Collection,"Other (Phone, Health Club, Etc.)",Disclosure Verification Of Debt,Not Given Enough Info To Verify Debt,TX,79924,"Enhanced Recovery Company, Llc",Closed with non-monetary relief,Yes,No,2015,1,2,1,0,0,5,0,396,enterprise,2380,debt,south
Credit Card,Not Specified,Advertising And Marketing,Not Specified,CA,92688,Capital One,In progress,Yes,No,2015,1,2,1,0,0,5,0,567,enterprise,3859,credit,west
Payday Loan,Not Specified,Charged Fees Or Interest I Didn'T Expect,Not Specified,NJ,8527,Aalm Consulting Services Ltd (International Company),Closed with explanation,Yes,No,2015,1,2,1,0,0,1,0,7,small,1113,loan,northeast
Consumer Loan,Vehicle Loan,Managing The Loan Or Lease,Not Specified,NY,13206,Wells Fargo,Closed with explanation,Yes,No,2015,1,2,1,0,0,5,0,1430,enterprise,1846,loan,northeast
Mortgage,Other Mortgage,Credit Decision / Underwriting,Not Specified,OR,97701,U.S. Bancorp,Closed with explanation,Yes,No,2015,1,2,1,0,0,1,0,429,enterprise,337,mortgage,west
Debt Collection,Not Specified,Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,TX,77049,"The Cbe Group, Inc.",Closed with explanation,Yes,No,2015,1,2,1,0,0,1,0,43,medium,2380,debt,south
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Public Record,TX,77840,Equifax,Closed with non-monetary relief,Yes,No,2015,1,2,1,0,0,1,0,2049,enterprise,2380,credit,south
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Terms,AR,72712,Experian,Closed with non-monetary relief,Yes,No,2015,1,2,1,0,0,1,0,1940,enterprise,121,credit,south
Debt Collection,Not Specified,Taking/Threatening An Illegal Action,Threatened To Sue On Too Old Debt,VA,22554,"Premium Asset Services, Llc",Closed with explanation,Yes,No,2015,1,2,1,0,0,1,0,41,medium,869,debt,south
Debt Collection,"Other (Phone, Health Club, Etc.)",Disclosure Verification Of Debt,Right To Dispute Notice Not Received,OH,45431,"Mrs Bpo, L.L.C.",Closed with explanation,Yes,No,2015,1,2,1,0,0,1,0,13,medium,939,debt,midwest
Credit Card,Not Specified,Other,Not Specified,MA,2045,Usaa Savings,Closed with non-monetary relief,Yes,Yes,2015,1,2,1,0,0,1,0,101,large,512,credit,northeast
Bank Account Or Service,Checking Account,"Account Opening, Closing, Or Management",Not Specified,CA,90018,Onewest Bank,Closed with explanation,Yes,No,2015,1,2,1,0,0,1,0,33,medium,3859,banking,west
Debt Collection,Not Specified,Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,TX,77049,"Aargon Agency, Inc.",Closed,Yes,No,2015,1,2,1,0,0,1,0,22,medium,2380,debt,south
Debt Collection,Not Specified,Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,TX,77049,"Afni, Inc.",Closed with explanation,Yes,No,2015,1,2,1,0,0,1,0,71,large,2380,debt,south
Mortgage,Fha Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,MO,63367,"American Financial Resources, Inc.",In progress,Yes,No,2015,1,2,1,0,0,1,0,4,small,409,mortgage,midwest
Debt Collection,Not Specified,Communication Tactics,Frequent Or Repeated Calls,TX,77049,"Enhanced Recovery Company, Llc",Closed with non-monetary relief,Yes,No,2015,1,2,1,0,0,1,0,396,enterprise,2380,debt,south
Debt Collection,Not Specified,Communication Tactics,Frequent Or Repeated Calls,TX,77049,"Mercantile Adjustment Bureau, Llc",Closed with explanation,Yes,No,2015,1,2,1,0,0,1,0,16,medium,2380,debt,south
Mortgage,Fha Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,MD,21152,Ocwen,Closed with explanation,Yes,No,2015,1,2,1,0,0,1,0,934,enterprise,791,mortgage,south
Credit Card,Not Specified,Apr Or Interest Rate,Not Specified,UT,84020,Capital One,Closed with explanation,Yes,No,2015,1,2,1,0,0,1,0,567,enterprise,176,credit,west
Debt Collection,Medical,Disclosure Verification Of Debt,Not Given Enough Info To Verify Debt,MO,63135,Account Resolution Corporation,Closed with explanation,Yes,No,2015,1,2,1,0,0,1,0,4,small,409,debt,midwest
Mortgage,Conventional Adjustable Mortgage (Arm),"Loan Servicing, Payments, Escrow Account",Not Specified,MD,21211,"Green Tree Servicing, Llc",Closed with explanation,Yes,No,2015,1,2,1,0,0,1,0,399,enterprise,791,mortgage,south
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Public Record,FL,32407,Equifax,Closed with explanation,Yes,No,2015,1,2,1,0,0,20,0,2049,enterprise,2592,credit,south
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Terms,FL,32750,Equifax,Closed with explanation,Yes,No,2015,1,2,1,0,0,5,0,2049,enterprise,2592,credit,south
Debt Collection,"Other (Phone, Health Club, Etc.)",Disclosure Verification Of Debt,Right To Dispute Notice Not Received,FL,34135,"Meridian Financial Services, Inc.",Closed with explanation,Yes,No,2015,1,2,1,0,0,1,0,6,small,2592,debt,south
Debt Collection,"Other (Phone, Health Club, Etc.)",Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,CA,94513,Encore Capital Group,Closed with explanation,Yes,No,2015,1,2,1,0,0,1,0,392,enterprise,3859,debt,west
Debt Collection,Credit Card,Taking/Threatening An Illegal Action,Sued W/O Proper Notification Of Suit,GA,32703,Lazega & Johanson Llc,Closed with explanation,Yes,No,2015,1,2,1,0,0,5,0,2,small,1146,debt,south
Mortgage,Other Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,CA,94931,Citibank,Closed with explanation,Yes,No,2015,1,2,1,0,0,1,0,1016,enterprise,3859,mortgage,west
Credit Card,Not Specified,Transaction Issue,Not Specified,LA,70301,Jpmorgan Chase,Closed with explanation,Yes,Yes,2015,1,2,1,0,0,0,1,1272,enterprise,277,credit,south
Debt Collection,"Other (Phone, Health Club, Etc.)",Communication Tactics,Called Outside Of 8Am-9Pm,TX,76049,Financial Corporation Of America,Closed with explanation,Yes,Yes,2015,1,2,1,0,0,1,0,3,small,2380,debt,south
Debt Collection,Not Specified,Communication Tactics,Frequent Or Repeated Calls,CA,95838,"Fair Collections & Outsourcing, Inc.",Closed with explanation,Yes,Yes,2015,1,2,1,0,0,1,0,20,medium,3859,debt,west
Mortgage,Fha Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,FL,33437,Flagstar Bank,Closed with explanation,Yes,No,2015,1,2,1,0,0,1,0,74,large,2592,mortgage,south
